type,title,url,wiki_title,wiki_url,wiki_extract,ka_best,ka_top3,confidence,matched_terms_bestka,hist_birth,hist_death,hist_mid,wiki_years,wiki_year_median,active_year,ka_status
persoon,"Hespe, Johannes Christiaan",https://historiek.net/johannes-christiaan-hespe-patriot/173989/,,,,,,0.0,,,,,,,,uncertain
persoon,"Hess, Rudolf",https://historiek.net/rudolf-hess-nsdap-plaatsvervanger-hitler/68835/,Hans-Rudolf Merz,https://nl.wikipedia.org/wiki/Hans-Rudolf_Merz,Hans-Rudolf Merz is een Zwitsers politicus. Van 2004 tot oktober 2010 was hij minister van Financiën. In 2009 was hij tevens president van de Zwitserse Confederatie.,,,0.0,,,,,,,,uncertain
persoon,"Hessing, Jan Willem",https://historiek.net/de-rode-taj-mahal-in-india/148144/,,,,,,0.0,,,,,,,,uncertain
persoon,"Heusken, Hendrik",https://historiek.net/hendrik-heusken-japan/174205/,,,,KA47,KA47,1.0,EU,,,,,,,confirmed
persoon,"Heutsz, Joannes Benedictus van",https://historiek.net/generaal-j-b-van-heutsz-monument-atjeh/75548/,,,,KA23,"KA23,KA47",0.5,edict,,,,,,,confirmed
persoon,"Heuwer, Herta",https://historiek.net/herta-heuwer-1913-1999-uitvindster-curryworst/23128/,,,,KA47,KA47,1.0,EU,,,,,,,confirmed
persoon,"Hewitt, Marvin",https://historiek.net/marvin-hewitt-fantast-wetenschapper/72151/,,,,,,0.0,,,,,,,,uncertain
persoon,"Hilgers, Jan",https://historiek.net/jan-hilgers-en-de-beginperiode-van-de-luchtvaart/8243/,Holger Stanislawski,https://nl.wikipedia.org/wiki/Holger_Stanislawski,Holger Stanislawski is een Duits voetbalcoach en voormalig betaald voetballer.,,,0.0,,,,,,,,uncertain
persoon,"Hillesum, Etty",https://historiek.net/thema/etty-hillesum/,,,,,,0.0,,,,,,,,uncertain
persoon,"Himmler, Heinrich",https://historiek.net/heinrich-himmler-leider-ss-nazi/65663/,,,,,,0.0,,,,,,,,uncertain
persoon,"Hindenburg, Paul von",https://historiek.net/paul-von-hindenburg-rijkspresident-biografie/149690/,,,,KA3,KA3,1.0,ur,,,,,,,confirmed
persoon,"Hippo, Augustinus van",https://historiek.net/augustinus-van-hippo/63191/,Augustinus,https://nl.wikipedia.org/wiki/Augustinus,"Augustinus kan verwijzen naar:Augustinus van Hippo, ook wel Aurelius Augustinus, kerkvader Augustinus van Canterbury, aartsbisschop L.V.V.S. Augustinus, een studentenvereniging in Leiden De CSG Augustinus, een christelijke school in Groningen",KA8,"KA8,KA3,KA9",0.4,kerk; Augustinus,,,,,,,confirmed
persoon,Hippocrates,https://historiek.net/hippocrates-ca-460-377-v-chr/5779/,Hippocrates,https://nl.wikipedia.org/wiki/Hippocrates,Hippocrates is de naam van enkele personen uit de Griekse Oudheid:Hippocrates van Gela - tiran op Sicilië Hippocrates van Athene - grootvader van Perikles Hippocrates van Kos - arts Eed van Hippocrates Hippocrates van Chios - wiskundige,KA4,"KA4,KA19,KA20",0.3333,athene; Hippocrates,,,,,,,confirmed
persoon,Hirohito (keizer),https://historiek.net/hirohito-keizer-japan-tweede-wereldoorlog/61218/,,,,KA15,"KA15,KA40",0.5,keizer,,,,,,,confirmed
persoon,"Hirschfeld, Magnus",https://historiek.net/magnus-hirschfeld-1868-1935/7210/,,,,,,0.0,,1868,1935,1902,,,1902,uncertain
persoon,Historiek is…,https://historiek.net/over-ons/,Historicisme,https://nl.wikipedia.org/wiki/Historicisme,"Historicisme is de theorie die stelt dat de geschiedenis zich onwrikbaar en onvermijdelijk volgens vaste wetten, die kunnen worden ontdekt, naar een bepaalde eindsituatie beweegt. Het historicisme is dus vaak verbonden met het historisch determinisme of het idee dat er een uiteindelijk (eind)doel in de geschiedenis zit. Breder kan men onder historicisme ook het idee verstaan dat bepaalde concepten en ideeën slechts kunnen worden begrepen binnen hun specifieke tijdperk.",KA27,"KA27,KA47",0.5,rede,,,,,,,confirmed
persoon,Historiek ondersteunen,https://historiek.net/steun/,,,,KA47,KA47,1.0,EU,,,,,,,confirmed
persoon,Historiek v.o.f.,https://historiek.net/,,,,,,0.0,,,,,,,,uncertain
persoon,Historische personen,https://historiek.net/historische-personen-bios/,,,,KA19,"KA19,KA35,KA37",0.3333,pers,,,,,,,confirmed
persoon,Historische vrouwen,https://historiek.net/c/biografieen/historische-vrouwen/,,,,,,0.0,,,,,,,,uncertain
persoon,"Hitler, Adolf",https://historiek.net/adolf-hitler-fuhrer-derde-rijk/60303/,"Hitler, Adolf",https://nl.wikipedia.org/wiki/Adolf_Hitler,"Adolf Hitler was een in Oostenrijk geboren Duitse politicus en de leider van de Nationaalsocialistische Duitse Arbeiderspartij (NSDAP). Op 30 januari 1933 kwam hij aan de macht als rijkskanselier van Duitsland en na 2 augustus 1934 als staatshoofd. Hij was aan de macht tot aan zijn dood in 1945. Hitler is het meest bekend om zijn centrale rol in de opkomst van de Duitse variant van het fascisme, de Tweede Wereldoorlog en de Holocaust. Hitler veranderde Duitsland van een beginnende democratie, de Weimarrepubliek, in een totalitaire staat met hemzelf als de absolute dictator, die elke tegenstand tegen zijn regime op meedogenloze wijze de kop indrukte. Tegenstanders werden opgesloten in concentratiekampen of vermoord. Vanaf het begin was Hitlers politiek gebaseerd op gebruik van geweld en terreur door middel van de Sturmabteilung (SA) en later de Schutzstaffel (SS). Hitlers streven om de vernederingen van de Vrede van Versailles (1919) voor Duitsland ongedaan te maken en zijn expansiepolitiek om Lebensraum voor Duitsland te creëren, leidden tot het begin van de Tweede Wereldoorlog. Een ander kenmerk van Hitlers politiek was zijn extreem-racistische nazi-ideologie waarbij een ras van als Arisch beschouwde übermenschen moest worden gecreëerd. Deze ideologie zou uiteindelijk leiden tot de Holocaust, de systematische uitroeiing van miljoenen mensen die als untermenschen gezien werden zoals Joden, Slaven, Roma, gehandicapten en anderen.",KA38,"KA38,KA41,KA40",0.3548,fascisme; kampen; lebensraum; Adolf Hitler,,,,1933 1934 1945 1919,1933,1933,confirmed
persoon,"Hobbes, Thomas",https://historiek.net/thomas-hobbes-leviathan-filosoof-biografie/70132/,,,,,,0.0,,,,,,,,uncertain
persoon,"Hodshon, Keetje",https://historiek.net/keetje-hodshon-els-kloek-maarten-hell/67701/,,,,,,0.0,,,,,,,,uncertain
persoon,Hoe de mensheid ervoor stond in 1946: toekomstvisie op de planeet,https://historiek.net/hoe-de-soort-ervoor-staat-1946-toekomst-van-de-planeet/83567/,,,,,,0.0,,,,,,,,uncertain
persoon,"Hoessein, Saddam",https://historiek.net/saddam-hoessein-1937-2006/43/,,,,,,0.0,,,,,,,,uncertain
persoon,"Hoffmann, Felix",https://historiek.net/felix-hoffmann-uitvinding-aspirine-heroine/76469/,,,,KA17,KA17,1.0,hof,,,,,,,confirmed
persoon,"Hoffmann, Heinrich",https://historiek.net/heinrich-hoffmann-1885-1957/5513/,,,,KA17,KA17,1.0,hof,1885,1957,1921,,,1921,confirmed
persoon,"Hoffmann, Josef",https://historiek.net/josef-hoffmann-oostenrijkse-architect-totaalontwerper/159857/,,,,KA17,KA17,1.0,hof,,,,,,,confirmed
persoon,"Hofmans, Greet",https://historiek.net/greet-hofmans-1894-1968/2825/,"Hofmans, Greet",https://nl.wikipedia.org/wiki/Greet_Hofmans,"Margaretha (Greet) Hofmans was een Nederlandse alternatieve genezeres en handoplegster. Ze was negen jaar lang een vriendin en adviseur van koningin Juliana der Nederlanden en verbleef daarbij vaak op Paleis Soestdijk. Haar aanwezigheid aan het hof leidde tot een constitutionele crisis in het koningshuis die bekendstaat als de ""Greet Hofmans-affaire"".",KA3,"KA3,KA17,KA47",0.3333,ur,1894,1968,1931,,,1931,confirmed
persoon,"Hohenheim, Theofrastus von",https://historiek.net/paracelsus-geneeskunde-basel/178879/,,,,,,0.0,,,,,,,,uncertain
persoon,"Hokusai, Katsushika",https://historiek.net/hokusai-grote-golf-van-kanagawa/178299/,,,,,,0.0,,,,,,,,uncertain
persoon,"Holbrooke, Richard",https://historiek.net/richard-holbrooke-1941/1857/,,,,,,0.0,,,,,,,,uncertain
persoon,"Hollander, Han",https://historiek.net/thema/han-hollander/,Hollander (konijn),https://nl.wikipedia.org/wiki/Hollander_(konijn),"De hollander is een van de oudste konijnenrassen. Het is een Engels ras, maar de verre voorouders komen uit Nederland en het noorden van België, waar ze werden gefokt onder de naam brabander. Brabanders werden geëxporteerd naar Engeland waar liefhebbers de hollander fokten zoals we die nu kennen.",KA15,KA15,1.0,ban,,,,,,,confirmed
persoon,"Honecker, Erich",https://historiek.net/erich-honecker-sed-ddr-biografie/137518/,,,,,,0.0,,,,,,,,uncertain
persoon,"Hooijmaijers, Frans",https://historiek.net/frans-hooijmaijers-broeder-des-doods/144247/,,,,,,0.0,,,,,,,,uncertain
persoon,"Hoola van Nooten, Berthe",https://historiek.net/berthe-hoola-van-nooten-bloementekenares/170984/,,,,,,0.0,,,,,,,,uncertain
persoon,"Hoover, Herbert",https://historiek.net/herbert-hoover-president-biografie/153527/,,,,,,0.0,,,,,,,,uncertain
persoon,"Hoover, John Edgar",https://historiek.net/j-edgar-hoover-directeur-fbi-criminalist/68941/,,,,,,0.0,,,,,,,,uncertain
persoon,"Hora Adema, Wim",https://historiek.net/wim-hora-adema-journaliste-oprichtster-opzij/149545/,,,,,,0.0,,,,,,,,uncertain
persoon,Horatius,https://historiek.net/quintus-horatius-flaccus-dichter/86130/,Horatius,https://nl.wikipedia.org/wiki/Horatius,Quintus Horatius Flaccus was een Romeins dichter.,,,0.0,,,,,,,,uncertain
persoon,"Horne, Lena",https://historiek.net/amerikaanse-zangeres-lena-horne-92-overleden/8011/,Horné Lefantovce,https://nl.wikipedia.org/wiki/Horn%C3%A9_Lefantovce,"Horné Lefantovce is een Slowaakse gemeente in de regio Nitra, en maakt deel uit van het district Nitra. Horné Lefantovce telt 907 inwoners.",,,0.0,,,,,,,,uncertain
persoon,Horsa,https://historiek.net/hengist-en-horsa/176095/,Hengist,https://nl.wikipedia.org/wiki/Hengest_en_Horsa,"Hengest en Horsa zijn twee figuren uit de Angelsaksische geschiedenis. Deze Germaanse broeders veroverden met hun leger van Angelen, Saksen, Friezen en Juten een gedeelte van Engeland in de 5e eeuw. De traditie noemt Hengest als de stichter van het koninkrijk Kent.",KA3,"KA3,KA17,KA47",0.3333,ur,,,,,,,confirmed
persoon,"Houdini, Harry",https://historiek.net/harry-houdini-1874-1926/9989/,,,,,,0.0,,1874,1926,1900,,,1900,uncertain
persoon,"Houten, Samuel van",https://historiek.net/samuel-van-houten-kinderwetje/2989/,,,,,,0.0,,,,,,,,uncertain
persoon,"Houtman, Cornelis de",https://historiek.net/cornelis-de-houtman-ca-1565-1599/4143/,,,,,,0.0,,1565,1599,1582,,,1582,uncertain
persoon,"Howe, Elias",https://historiek.net/uitvinder-naaimachine-elias-howe/1536/,Howella sherborni,https://nl.wikipedia.org/wiki/Howella_sherborni,"Howella sherborni is een straalvinnige vissensoort uit de familie van zaagbaarzen (Percichthyidae). De wetenschappelijke naam van de soort is voor het eerst geldig gepubliceerd in 1930 door John Roxborough Norman als Rhectogramma sherborni. De typelocatie van de soort ligt in het oosten van de Atlantische Oceaan tegenover Zuid-Afrika, ca. 34° zuiderbreedte en 17° oosterlengte.",KA18,"KA18,KA24",0.7143,atlantische oceaan,,,,1930,1930,1930,confirmed
persoon,"Hoxha, Enver",https://historiek.net/enver-hoxha-albanie-biografie/137560/,,,,,,0.0,,,,,,,,uncertain
persoon,"Hrabal, Bohumil",https://historiek.net/bohumil-hrabal-tsjechische-schrijver/167238/,,,,,,0.0,,,,,,,,uncertain
persoon,"Hu, Wan",https://historiek.net/wan-hu-china-eerste-astronaut/66761/,Hu Jintao,https://nl.wikipedia.org/wiki/Hu_Jintao,"Hu Jintao is de voormalige secretaris-generaal van de Chinese Communistische Partij en van 2002 tot en met 2012 de regeringsleider van de Volksrepubliek China, als opvolger van Jiang Zemin.",KA22,"KA22,KA37",0.5,republiek,,,,,,,confirmed
persoon,"Hudson, Henry",https://historiek.net/henry-hudson-ca-1565-1611/3738/,,,,,,0.0,,1565,1611,1588,,,1588,uncertain
persoon,"Hugo, Victor",https://historiek.net/victor-hugo-franse-schrijver-dichter/69833/,,,,,,0.0,,,,,,,,uncertain
persoon,"Huizinga, Johan",https://historiek.net/johan-huizinga-cultuurhistoricus/65083/,,,,,,0.0,,,,,,,,uncertain
persoon,"Hulst, Johan van",https://historiek.net/held-van-de-maand-mei-johan-van-hulst/16376/,,,,,,0.0,,,,,,,,uncertain
persoon,"Humboldt, Alexander von",https://historiek.net/de-avonturen-van-alexander-von-humboldt/112878/,,,,,,0.0,,,,,,,,uncertain
persoon,"Humboldt, Wilhelm von",https://historiek.net/wilhelm-von-humboldt-humboldtuniversiteit/125571/,,,,,,0.0,,,,,,,,uncertain
persoon,"Hume, David",https://historiek.net/david-hume-filosofie-quotes/79504/,Huis van David,https://nl.wikipedia.org/wiki/Huis_van_David,"Het Huis van David verwijst naar de afstammingslijn van koning David, waarnaar veelvuldig wordt verwezen in de Hebreeuwse Bijbel en het Nieuwe Testament.",KA8,"KA8,KA47",0.5,bijbel,,,,,,,confirmed
persoon,"Hus, Jan",https://historiek.net/jan-hus-sterven-als-een-ketter/50999/,Huis van Leyden,https://nl.wikipedia.org/wiki/Huis_van_Leyden,"Het Huis van Leyden, een rijksmonument, is een zeventiende-eeuws dubbelbreed grachtenpand en voormalig stadspaleis in de Pieterswijk in de Nederlandse stad Leiden, aan het Rapenburg nummer 48, schuin tegenover het Academiegebouw. Het complex met latere toevoegingen loopt door tot aan het Pieterskerkhof. Het werd bewoond en steeds verder verfraaid door voorname Leidse burgers met hun gezinnen. Het ontleent zijn naam aan de familie Van Leyden, die het van 1665 tot 1791 in bezit had. Een andere vooraanstaande familie, Hendrik Cock en zijn nageslacht, bezat het huis van 1830 tot 1908. In de 20ste eeuw was het een schoolgebouw nadat de historische inventaris was verkocht. In de 21ste eeuw wacht het complex op nieuwe invulling. Een hotel werd ontworpen maar kwam er niet, een plan voor een museum werd in februari 2025 gepresenteerd.",KA3,"KA3,KA8,KA12",0.2,ur,,,,1665 1791 1830 1908,1810,1810,uncertain
persoon,"Husak, Gustav",https://historiek.net/gustav-husak-1913-1991/2004/,,,,,,0.0,,1913,1991,1952,,,1952,uncertain
persoon,"Huth, Elfriede",https://historiek.net/concentratiekamp-ravensbruck/79864/,Gerhard Karlmark,https://nl.wikipedia.org/wiki/Gerhard_Karlmark,Gerhard Alexander Denis (Gerhard) Karlmark was een veelzijdige Zweeds kunstschilder.,KA19,"KA19,KA24",0.5,kunst,,,,,,,confirmed
persoon,"Huydecoper, Joan",https://historiek.net/joan-huydecoper-burgemeester-amsterdam/75513/,Huydecoper van Maarsseveen,https://nl.wikipedia.org/wiki/Huydecoper,"Huydecoper is een Amsterdams burgemeester- en patriciërsgeslacht. Diverse leden vervulden bestuurlijke functies als bewindhebber van de VOC en WIC, de admiraliteit en het rijk.",KA24,"KA24,KA25,KA3",0.4286,VOC; WIC; amsterdam,,,,,,,confirmed
persoon,"Huygen van Linschoten, Jan",https://historiek.net/jan-huygen-van-linschoten-en-de-voc/18324/,,,,,,0.0,,,,,,,,uncertain
persoon,"Huygens, Christiaan",https://historiek.net/christiaan-huygens-1629-1695/2706/,,,,,,0.0,,1629,1695,1662,,,1662,uncertain
persoon,"Huygens, Constantijn",https://historiek.net/thema/constantijn-huygens/,,,,KA8,KA8,1.0,constantijn; Constantijn,,,,,,,confirmed
persoon,"Huysmans, Joris-Karl",https://historiek.net/joris-karl-huysmans-frans-decadent-auteur/136401/,,,,,,0.0,,,,,,,,uncertain
persoon,"Händel, Georg Friedrich",https://historiek.net/georg-friedrich-handel-messiah/85902/,,,,,,0.0,,,,,,,,uncertain
persoon,"Häyhä, Simo",https://historiek.net/simo-hayha-sluipschutter-finland/69570/,,,,,,0.0,,,,,,,,uncertain
persoon,Ibn Battuta,https://historiek.net/wie-was-ibn-battuta-biografie-ontdekkingsreiziger/132293/,,,,KA13,KA13,1.0,Ibn Battuta,,,,,,,confirmed
persoon,Ibn Rushd,https://historiek.net/averroes-filosoof-1126-1198/79769/,Averroes,https://nl.wikipedia.org/wiki/Averroes,"Abū 'l-Walīd Muḥammad ibn Aḥmad ibn Rushd, beter bekend als Ibn Rushd of als Averroes was een islamitische jurist, arts en filosoof. Van de islamitische geleerden was hij de grootste kenner van de filosofie van Aristoteles.",KA4,"KA4,KA10,KA3",0.2857,filosofie; Aristoteles,1126,1198,1162,,,1162,confirmed
persoon,"Il-Sung, Kim",https://historiek.net/kim-il-sung-president-noord-korea/68477/,,,,,,0.0,,,,,,,,uncertain
persoon,"Iliescu, Ion",https://historiek.net/ion-iliescu-1930/696/,,,,,,0.0,,,,,,,,uncertain
persoon,"Immink, Jeanne",https://historiek.net/pionier-jeanne-immink-evenaarde-manlijke-klimmers/157284/,,,,,,0.0,,,,,,,,uncertain
persoon,info@historiek.net,mailto:info@historiek.net,,,,,,0.0,,,,,,,,uncertain
persoon,Informatie voor auteurs,https://historiek.net/publiceren-op-historiek/32489/,,,,KA3,"KA3,KA47",0.5,ur,,,,,,,confirmed
persoon,Informatie voor uitgevers,https://historiek.net/uitgevers/,,,,,,0.0,,,,,,,,uncertain
persoon,"Ingenhousz, Jan",https://historiek.net/jan-ingenhousz-fotosynthese-pokken/73489/,,,,,,0.0,,,,,,,,uncertain
persoon,Inhoudsopgave (XYZ),https://historiek.net/historische-begrippen-onderwerpen/,,,,,,0.0,,,,,,,,uncertain
persoon,Innocentius III (paus),https://historiek.net/paus-innocentius-iii-kruistochten-joden/76422/,,,,KA15,"KA15,KA21",0.5,paus,,,,,,,confirmed
persoon,Isabella II van Spanje (koningin),https://historiek.net/isabella-ii-koningin-van-spanje-1843-1868/88357/,,,,KA18,"KA18,KA22",0.5,spanje,1843,1868,1856,,,1856,confirmed
persoon,Isabella II van Spanje (regentenjaren),https://historiek.net/isabella-ii-van-spanje-regenten/85793/,,,,KA18,"KA18,KA22,KA24",0.3333,spanje,,,,,,,confirmed
persoon,"Israëls, Isaac",https://historiek.net/thema/isaac-israels/,,,,,,0.0,,,,,,,,uncertain
persoon,"Ivasjoek, Volodymyr",https://historiek.net/volodymyr-ivasjoek-van-componist-tot-held-van-oekraine/158228/,,,,,,0.0,,,,,,,,uncertain
persoon,"Jackson, Michael",https://historiek.net/michael-jackson-biografie-king-of-pop/66350/,,,,,,0.0,,,,,,,,uncertain
persoon,"Jacob, Mary Phelps",https://historiek.net/uitvinder-beha-mary-phelps-jacob/679/,,,,,,0.0,,,,,,,,uncertain
persoon,"Jacobs, Aletta",https://historiek.net/aletta-jacobs-1854-1929/2200/,,,,,,0.0,,1854,1929,1892,,,1892,uncertain
persoon,"Jacobs, Eduard",https://historiek.net/eduard-jacobs-1868-1914/1545/,Jacob Eduard de Witte,https://nl.wikipedia.org/wiki/Jacob_Eduard_de_Witte,Jacob Eduard de Witte was een architect en directeur-generaal der stadsbouwwerken (stadsarchitect) van Amsterdam. In die hoedanigheid ontwierp hij de onder meer de hervormde Amstelkerk in Ouderkerk aan de Amstel. Hij trouwde met Anna Johanna Eeninchs uit 's-Hertogenbosch op 20 oktober 1765 in de Nederduitse Gereformeerde Kerk te Berlicum waarbij hun kinderen - de tweeling Jacob Eduard en Jan Gerret geboren op 1 april 1763 te 's-Hertogenbosch- formeel werden erkend. Hun derde zoon Pieter werd op 23 december 1766 te 's-Hertogenbosch gedoopt.,KA12,"KA12,KA3,KA8",0.3333,trouw; hertog,1868,1914,1891,1765 1763 1766,1765,1765,confirmed
persoon,Jacobus II van Engeland,https://historiek.net/jacobus-ii-laatste-rooms-katholieke-koning-van-engeland/144877/,Jacobus II van Engeland,https://nl.wikipedia.org/wiki/Jacobus_II_van_Engeland,"Jacobus II van Engeland, Jacobus VII van Schotland was koning van Engeland, Schotland en Ierland van 6 februari 1685 tot 1688. Hij was de laatste rooms-katholieke monarch van Engeland, Schotland en Ierland. Veel van Jacobus' onderdanen waren het niet eens met zijn politieke overtuigingen. Hij was bijvoorbeeld een fanatiek aanhanger van de absolute monarchie. Ook waren die mensen het niet eens met zijn religieus beleid. Dat resulteerde uiteindelijk in de Glorious Revolution. Zowel door het Engelse parlement als het Ierse parlement werd Jacobus op 11 december 1688 afgezet. Het Schotse parlement zette hem op 11 april 1689 af. Hij werd echter niet opgevolgd door zijn katholieke zoon, prins Jacobus Frans Eduard Stuart van Engeland en Schotland, maar door zijn protestantse dochter, koningin Maria II, en zijn schoonzoon en neef Willem III van Oranje-Nassau. Vanaf 1689 werden Willem en Maria gezamenlijk koning en koningin van Engeland, Schotland en Ierland. Jacobus II heeft nog één serieuze poging gedaan om zijn tronen te heroveren, in 1689. Hij landde toen in Ierland met een jacobitisch leger. Maar hij werd in de zomer van 1690 door de legers van Willem III verslagen tijdens de Slag aan de Boyne. Jacobus II keerde terug naar Frankrijk. Hij leefde de rest van zijn leven onder de bescherming van zijn neef en bondgenoot, koning Lodewijk XIV van Frankrijk.",KA23,"KA23,KA17,KA8",0.5357,absolute monarchie; lodewijk XIV; Lodewijk XIV,,,,1685 1688 1689 1690,1688,1688,confirmed
persoon,"James, Jesse",https://historiek.net/jesse-james-crimineel-amerikaanse-outlaw/147193/,James Joseph Bulger,https://nl.wikipedia.org/wiki/James_Joseph_Bulger,"James Joseph (Whitey) Bulger jr. was een Amerikaans crimineel. Hij was de leider van de Winter Hill Gang die werd verdacht van drugshandel, afpersing, witwassen en moord.",KA3,"KA3,KA6,KA19",0.2,handel,,,,,,,uncertain
persoon,Jan II van Alencon,https://historiek.net/jan-ii-van-alencon-1409-1476/3585/,Jan II van Alençon (1409-1476),https://nl.wikipedia.org/wiki/Jan_II_van_Alen%C3%A7on_(1409-1476),Jan II van Alençon bijgenaamd de Schone was van 1415 tot aan zijn dood hertog van Alençon en graaf van Perche. Hij behoorde tot het huis Valois-Alençon.,KA12,KA12,1.0,hertog; graaf,1409,1476,1442,1415,1415,1415,confirmed
persoon,Jan II van Brabant,https://historiek.net/hertog-jan-ii-van-brabant-brusselse-opstand/88349/,Jan II van Brabant,https://nl.wikipedia.org/wiki/Jan_II_van_Brabant,"Jan II van Brabant, bijgenaamd de Vreedzame, was hertog van Brabant en Limburg van 1294 tot aan zijn dood. Hij is bijgezet in de Kathedraal van Sint-Michiel en Sint-Goedele te Brussel.",KA3,"KA3,KA12,KA15",0.3333,ur,,,,1294,1294,1294,confirmed
persoon,Jan Zonder Land,https://historiek.net/jan-zonder-land-1167-1216/5419/,Jan zonder Land,https://nl.wikipedia.org/wiki/Jan_zonder_Land,"Jan zonder Land was koning van Engeland van 1199 tot 1216 en hertog van Normandië vanaf 1199. Hij was de jongste zoon van Hendrik II en Eleonora van Aquitanië. Hij was zijn vaders favoriete zoon, maar aangezien hij de jongste was, ontving hij geen gebieden op het vasteland, wat zijn bijnaam verklaart. Na de dood van zijn broer Richard Leeuwenhart in 1199 volgde hij hem, overigens niet zonder slag of stoot, op.",KA12,"KA12,KA16,KA47",0.5,hertog; Eleonora van Aquitanië,1167,1216,1192,1199 1216,1207,1207,confirmed
persoon,"Jankuhn, Herbert",https://historiek.net/ook-nazis-waren-geinteresseerd-in-tapijt-van-bayeux/148219/,,,,,,0.0,,,,,,,,uncertain
persoon,"Janmaat, Hans",https://historiek.net/hans-janmaat-1934-2002/649/,,,,,,0.0,,,,,,,,uncertain
persoon,"Jans, Neeltje",https://historiek.net/wie-was-neeltje-jans/72503/,,,,,,0.0,,,,,,,,uncertain
persoon,"Japicx, Gysbert",https://historiek.net/gysbert-japicx-schrijver-friesland/87398/,,,,,,0.0,,,,,,,,uncertain
persoon,"Jarre, Maurice",https://historiek.net/componist-maurice-jarre-84-overleden/4189/,,,,KA3,KA3,1.0,ur,,,,,,,confirmed
persoon,"Jaruzelski, Wojciech",https://historiek.net/wojciech-jaruzelski-1923-2014-poolse-generaal-en-politicus/137864/,,,,,,0.0,,,,,,,,uncertain
persoon,"Jaspers, Karl",https://historiek.net/karl-jaspers-filosoof-psychiater/146975/,Jesper Karlsson,https://nl.wikipedia.org/wiki/Jesper_Karlsson,Karl Jesper Karlsson is een Zweeds voetballer die als aanvaller voor Bologna FC speelt.,KA19,"KA19,KA35,KA37",0.3333,pers,,,,,,,confirmed
persoon,"Jaurès, Jean",https://historiek.net/jean-jaures-frans-vredesactivist-socialistisch-voorman/144715/,James Jeans,https://nl.wikipedia.org/wiki/James_Jeans,"James Hopwood Jeans was een Brits natuurkundige, astronoom en wiskundige die onder andere bekend werd door de mede naar hem genoemde wet van Rayleigh-Jeans en de Jeans-instabiliteit.",KA3,KA3,1.0,ur,,,,,,,confirmed
persoon,"Jefferson, Thomas",https://historiek.net/thomas-jefferson-president-amerika/76372/,,,,,,0.0,,,,,,,,uncertain
persoon,"Jenkins, Florence Foster",https://historiek.net/florence-foster-jenkins-s-werelds-slechtste-operazangeres/146457/,,,,,,0.0,,,,,,,,uncertain
persoon,"Jenner, Edward",https://historiek.net/edward-jenner-vaccinatie-pokken-geschiedenis/139068/,,,,,,0.0,,,,,,,,uncertain
persoon,Jigoro Kano,https://historiek.net/kano-jigoro-grondlegger-van-het-judo/145142/,Jigoro Kano,https://nl.wikipedia.org/wiki/Jigoro_Kano,Jigoro Kano is de grondlegger van het judo.,,,0.0,,,,,,,,uncertain
persoon,Jinping (Xi),https://historiek.net/xi-jinping-president-china/87457/,Jin Ping Mei,https://nl.wikipedia.org/wiki/Jin_Ping_Mei,"Jin Ping Mei is een eind zestiende eeuw geschreven Chinese zedenroman. Het was een van de eerste origineel geschreven grote romans uit de periode van de Ming-dynastie. Het boek geldt als een van de vroege hoogtepunten in de ontwikkeling van verhalend proza in de wereldliteratuur, vergelijkbaar met Het verhaal van Genji en Don Quichot.",KA3,"KA3,KA17,KA23",0.25,ur,,,,,,,confirmed
persoon,Johanna de Waanzinnige,https://historiek.net/johanna-de-waanzinnige/55429/,Johanna de Waanzinnige,https://nl.wikipedia.org/wiki/Johanna_van_Castili%C3%AB,"Johanna van Castilië, bijgenaamd de Waanzinnige, was de eerste monarch die heerste over zowel het koninkrijk Castilië (1504-1555) als het koninkrijk Aragón (1516-1555), een unie die zou uitgroeien tot hedendaags Spanje. Naast de Spaanse koninkrijken regeerde ze over de koninkrijken Sardinië, Sicilië en Napels in Italië, een uitgestrekt koloniaal rijk in Amerika en de Filipijnen, alsook, door haar huwelijk, over de welvarende Bourgondische Nederlanden, waardoor er Spaanse interesse begon te komen voor de Nederlanden. Zij was de laatste monarch van het Huis Trastámara. Door haar huwelijk met Filips de Schone begon de heerschappij van het Huis Habsburg in Spanje. Zij werd echter gedurende haar lange heerschappij onder het regentschap geplaatst van haar vader, man, inquisiteur of zoon. Ze werd op initiatief van haar vader en troonpretendent voor lange tijd opgesloten in een convent met als reden een psychische aandoening.",KA22,"KA22,KA3,KA18",0.3333,spanje; habsburg,,,,1504 1555 1516,1516,1516,confirmed
persoon,Johannes Paulus II (paus),https://historiek.net/johannes-paulus-ii-biografie-wojtyla/134214/,,,,KA8,"KA8,KA15,KA21",0.5,paulus; Paulus,,,,,,,confirmed
persoon,Johannes XXIII (paus),https://historiek.net/johannes-xxiii-1881-1963-een-heilige-paus/42228/,,,,KA15,"KA15,KA21",0.5,paus,,,,,,,confirmed
persoon,"Johnson, Andrew",https://historiek.net/andrew-johnson-president-van-de-verenigde-staten/146782/,,,,,,0.0,,,,,,,,uncertain
persoon,"Johnson, Lyndon B.",https://historiek.net/lyndon-b-johnson-president-amerika-verenigde-staten/143357/,,,,,,0.0,,,,,,,,uncertain
